Tipo 0
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos Inf.Indire   Enfermos Hospitaliz
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1         40          0          0          0          0          0          0          0          0
  2         40          0          0          0          0          0          0          0          0
  3         40          0          0          0          0          0          0          0          0
  4         40          0          0          0          0          0          0          0          0
  5         40          0          0          0          0          0          0          0          0
  6         40          0          0          0          0          0          0          0          0
  7         40          0          0          0          0          0          0          0          0
  8         40          0          0          0          0          0          0          0          0
  9         40          0          0          0          0          0          0          0          0
 10         40          0          0          0          0          0          0          0          0
 11         40          0          0          0          0          0          0          0          0
 12         40          0          0          0          0          0          0          0          0
 13         40          0          0          0          0          0          0          0          0
 14         40          0          0          0          0          0          0          0          0
 15         40          0          0          0          0          0          0          0          0
 16         40          0          0          0          0          0          0          0          0
 17         40          0          0          0          0          0          0          0          0
 18         40          0          0          0          0          0          0          0          0
 19         40          0          0          0          0          0          0          0          0
 20         40          0          0          0          0          0          0          0          0
 21         40          0          0          0          0          0          0          0          0
 22         40          0          0          0          0          0          0          0          0
 23         40          0          0          0          0          0          0          0          0
 24         40          0          0          0          0          0          0          0          0
 25         40          0          0          0          0          0          0          0          0
 26         40          0          0          0          0          0          0          0          0
 27         39          1          0          0          0          0          0          0          0
 28         39          1          0          0          0          0          0          0          0
 29         39          1          0          0          0          0          0          0          0
 30         39          1          0          0          0          0          0          0          0
 31         39          1          0          0          0          0          0          0          0
 32         39          1          0          0          0          0          0          0          0
 33         39          1          0          0          0          0          0          0          0
 34         39          1          0          0          0          0          0          0          0
 35         39          1          0          0          0          0          0          0          0
 36         39          1          0          0          0          0          0          0          0
 37         39          1          0          0          0          0          0          0          0
 38         39          1          0          0          0          0          0          0          0
 39         39          1          0          0          0          0          0          0          0
 40         39          1          0          0          0          0          0          0          0
 41         38          2          0          0          0          0          0          0          0
 42         37          2          0          1          0          0          0          0          0
 43         37          2          0          1          0          0          0          0          0
 44         37          2          0          1          0          0          0          0          0
 45         37          2          0          1          0          0          0          0          0
 46         37          2          0          1          0          0          0          0          0
 47         37          2          0          1          0          0          0          0          0
 48         37          2          0          1          0          0          0          0          0
 49         37          2          0          1          0          0          0          0          0
 50         37          2          0          1          0          0          0          0          0
 51         37          2          0          1          0          0          0          0          0
 52         37          2          0          1          0          0          0          0          0
 53         37          2          0          1          0          0          0          0          0
 54         37          2          0          1          0          0          0          0          0
 55         37          2          0          1          0          0          0          0          0
 56         37          2          0          1          0          0          0          0          0
 57         37          2          0          1          0          0          0          0          0
 58         37          2          0          1          0          0          0          0          0
 59         37          2          0          1          0          0          0          0          0
 60         37          2          0          1          0          0          0          0          0
 61         37          2          0          1          0          0          0          0          0
 62         37          1          0          2          0          0          0          0          0
 63         37          1          0          2          0          0          0          0          0
 64         37          1          0          2          0          0          0          0          0
 65         37          1          0          2          0          0          0          0          0
 66         37          1          0          2          0          0          0          0          0
 67         37          1          0          2          0          0          0          0          0
 68         37          1          0          2          0          0          0          0          0
 69         37          0          0          3          0          0          0          0          0
 70         37          0          0          3          0          0          0          0          0
 71         37          0          0          3          0          0          0          0          0
 72         37          0          0          3          0          0          0          0          0
 73         37          0          0          3          0          0          0          0          0
 74         37          0          0          3          0          0          0          0          0
 75         37          0          0          3          0          0          0          0          0
 76         37          0          0          3          0          0          0          0          0
 77         37          0          0          3          0          0          0          0          0
 78         37          0          0          3          0          0          0          0          0
 79         37          0          0          3          0          0          0          0          0
 80         37          0          0          3          0          0          0          0          0
 81         37          0          0          3          0          0          0          0          0
 82         37          0          0          3          0          0          0          0          0
 83         37          0          0          3          0          0          0          0          0
 84         37          0          0          3          0          0          0          0          0
 85         37          0          0          3          0          0          0          0          0
 86         37          0          0          3          0          0          0          0          0
 87         37          0          0          3          0          0          0          0          0
 88         37          0          0          3          0          0          0          0          0
 89         37          0          0          3          0          0          0          0          0
 90         37          0          0          3          0          0          0          0          0
 91         37          0          0          3          0          0          0          0          0
 92         37          0          0          3          0          0          0          0          0
 93         37          0          0          3          0          0          0          0          0
 94         37          0          0          3          0          0          0          0          0
 95         37          0          0          3          0          0          0          0          0
 96         37          0          0          3          0          0          0          0          0
 97         37          0          0          3          0          0          0          0          0
 98         37          0          0          3          0          0          0          0          0
 99         37          0          0          3          0          0          0          0          0
100         37          0          0          3          0          0          0          0          0
101         37          0          0          3          0          0          0          0          0
102         37          0          0          3          0          0          0          0          0
103         37          0          0          3          0          0          0          0          0
104         37          0          0          3          0          0          0          0          0
105         37          0          0          3          0          0          0          0          0
106         37          0          0          3          0          0          0          0          0
107         37          0          0          3          0          0          0          0          0
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------

Tipo 1
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos Inf.Indire   Enfermos Hospitaliz
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1        149          1          0          0          0          0          0          0          0
  2        149          1          0          0          0          0          0          0          0
  3        149          1          0          0          0          0          0          0          0
  4        149          1          0          0          0          0          0          0          0
  5        148          2          0          0          0          0          0          0          0
  6        148          2          0          0          0          0          0          0          0
