Tipo 0
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos Inf.Indire   Enfermos Hospitaliz
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1         40          0          0          0          0          0          0          0          0
  2         40          0          0          0          0          0          0          0          0
  3         40          0          0          0          0          0          0          0          0
  4         40          0          0          0          0          0          0          0          0
  5         40          0          0          0          0          0          0          0          0
  6         40          0          0          0          0          0          0          0          0
  7         40          0          0          0          0          0          0          0          0
  8         40          0          0          0          0          0          0          0          0
  9         40          0          0          0          0          0          0          0          0
 10         40          0          0          0          0          0          0          0          0
 11         40          0          0          0          0          0          0          0          0
 12         40          0          0          0          0          0          0          0          0
 13         40          0          0          0          0          0          0          0          0
 14         40          0          0          0          0          0          0          0          0
 15         40          0          0          0          0          0          0          0          0
 16         40          0          0          0          0          0          0          0          0
 17         40          0          0          0          0          0          0          0          0
 18         40          0          0          0          0          0          0          0          0
 19         40          0          0          0          0          0          0          0          0
 20         40          0          0          0          0          0          0          0          0
 21         40          0          0          0          0          0          0          0          0
 22         40          0          0          0          0          0          0          0          0
 23         40          0          0          0          0          0          0          0          0
 24         40          0          0          0          0          0          0          0          0
 25         40          0          0          0          0          0          0          0          0
 26         40          0          0          0          0          0          0          0          0
 27         40          0          0          0          0          0          0          0          0
 28         40          0          0          0          0          0          0          0          0
 29         40          0          0          0          0          0          0          0          0
 30         39          1          0          0          0          0          0          0          0
 31         39          1          0          0          0          0          0          0          0
 32         39          1          0          0          0          0          0          0          0
 33         39          1          0          0          0          0          0          0          0
 34         39          1          0          0          0          0          0          0          0
 35         39          1          0          0          0          0          0          0          0
 36         39          1          0          0          0          0          0          0          0
 37         39          1          0          0          0          0          0          0          0
 38         39          1          0          0          0          0          0          0          0
 39         39          1          0          0          0          0          0          0          0
 40         39          1          0          0          0          0          0          0          0
 41         39          1          0          0          0          0          0          0          0
 42         39          1          0          0          0          0          0          0          0
 43         39          1          0          0          0          0          0          0          0
 44         39          1          0          0          0          0          0          0          0
 45         39          1          0          0          0          0          0          0          0
 46         39          1          0          0          0          0          0          0          0
 47         39          1          0          0          0          0          0          0          0
 48         39          1          0          0          0          0          0          0          0
 49         39          1          0          0          0          0          0          0          0
 50         39          1          0          0          0          0          0          0          0
 51         39          1          0          0          0          0          0          0          0
 52         39          1          0          0          0          0          0          0          0
 53         39          1          0          0          0          0          0          0          0
 54         39          1          0          0          0          0          0          0          0
 55         39          1          0          0          0          0          0          0          0
 56         39          1          0          0          0          0          0          0          0
 57         39          1          0          0          0          0          0          0          0
 58         39          1          0          0          0          0          0          0          0
 59         39          1          0          0          0          0          0          0          0
 60         38          2          0          0          0          0          0          0          0
 61         38          1          0          1          0          0          0          0          0
 62         38          1          0          1          0          0          0          0          0
 63         38          1          0          1          0          0          0          0          0
 64         38          1          0          1          0          0          0          0          0
 65         38          1          0          1          0          0          0          0          0
 66         38          1          0          1          0          0          0          0          0
 67         38          1          0          1          0          0          0          0          0
 68         38          1          0          1          0          0          0          0          0
 69         38          1          0          1          0          0          0          0          0
 70         38          1          0          1          0          0          0          0          0
 71         38          1          0          1          0          0          0          0          0
 72         38          1          0          1          0          0          0          0          0
 73         38          1          0          1          0          0          0          0          0
 74         38          1          0          1          0          0          0          0          0
 75         38          1          0          1          0          0          0          0          0
 76         38          1          0          1          0          0          0          0          0
 77         37          2          0          1          0          0          0          0          0
 78         37          2          0          1          0          0          0          0          0
 79         37          2          0          1          0          0          0          0          0
 80         37          2          0          1          0          0          0          0          0
 81         37          2          0          1          0          0          0          0          0
 82         37          2          0          1          0          0          0          0          0
 83         37          2          0          1          0          0          0          0          0
 84         37          2          0          1          0          0          0          0          0
 85         37          1          0          2          0          0          0          0          0
 86         37          1          0          2          0          0          0          0          0
 87         37          1          0          2          0          0          0          0          0
 88         37          1          0          2          0          0          0          0          0
 89         37          1          0          2          0          0          0          0          0
 90         37          1          0          2          0          0          0          0          0
 91         37          1          0          2          0          0          0          0          0
 92         37          1          0          2          0          0          0          0          0
 93         37          1          0          2          0          0          0          0          0
 94         37          1          0          2          0          0          0          0          0
 95         37          1          0          2          0          0          0          0          0
 96         37          1          0          2          0          0          0          0          0
 97         37          1          0          2          0          0          0          0          0
 98         37          1          0          2          0          0          0          0          0
 99         37          0          0          3          0          0          0          0          0
100         37          0          0          3          0          0          0          0          0
101         37          0          0          3          0          0          0          0          0
102         37          0          0          3          0          0          0          0          0
103         37          0          0          3          0          0          0          0          0
104         37          0          0          3          0          0          0          0          0
105         37          0          0          3          0          0          0          0          0
106         37          0          0          3          0          0          0          0          0
107         37          0          0          3          0          0          0          0          0
108         37          0          0          3          0          0          0          0          0
109         37          0          0          3          0          0          0          0          0
110         37          0          0          3          0          0          0          0          0
111         37          0          0          3          0          0          0          0          0
112         37          0          0          3          0          0          0          0          0
113         37          0          0          3          0          0          0          0          0
114         37          0          0          3          0          0          0          0          0
115         37          0          0          3          0          0          0          0          0
116         37          0          0          3          0          0          0          0          0
117         37          0          0          3          0          0          0          0          0
118         37          0          0          3          0          0          0          0          0
119         37          0          0          3          0          0          0          0          0
120         37          0          0          3          0          0          0          0          0
