Tipo 0
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos Inf.Indire   Enfermos Hospitaliz
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1         40          0          0          0          0          0          0          0          0
  2         40          0          0          0          0          0          0          0          0
  3         40          0          0          0          0          0          0          0          0
  4         40          0          0          0          0          0          0          0          0
  5         40          0          0          0          0          0          0          0          0
  6         40          0          0          0          0          0          0          0          0
  7         40          0          0          0          0          0          0          0          0
  8         40          0          0          0          0          0          0          0          0
  9         40          0          0          0          0          0          0          0          0
 10         40          0          0          0          0          0          0          0          0
 11         40          0          0          0          0          0          0          0          0
 12         40          0          0          0          0          0          0          0          0
 13         40          0          0          0          0          0          0          0          0
 14         40          0          0          0          0          0          0          0          0
 15         40          0          0          0          0          0          0          0          0
 16         40          0          0          0          0          0          0          0          0
 17         40          0          0          0          0          0          0          0          0
 18         40          0          0          0          0          0          0          0          0
 19         40          0          0          0          0          0          0          0          0
 20         40          0          0          0          0          0          0          0          0
 21         40          0          0          0          0          0          0          0          0
 22         40          0          0          0          0          0          0          0          0
 23         40          0          0          0          0          0          0          0          0
 24         39          1          0          0          0          0          0          0          0
 25         39          1          0          0          0          0          0          0          0
 26         39          1          0          0          0          0          0          0          0
 27         39          1          0          0          0          0          0          0          0
 28         39          1          0          0          0          0          0          0          0
 29         39          1          0          0          0          0          0          0          0
 30         39          1          0          0          0          0          0          0          0
 31         39          1          0          0          0          0          0          0          0
 32         39          1          0          0          0          0          0          0          0
 33         39          1          0          0          0          0          0          0          0
 34         39          1          0          0          0          0          0          0          0
 35         39          1          0          0          0          0          0          0          0
 36         39          1          0          0          0          0          0          0          0
 37         39          1          0          0          0          0          0          0          0
 38         39          1          0          0          0          0          0          0          0
 39         39          1          0          0          0          0          0          0          0
 40         39          1          0          0          0          0          0          0          0
 41         39          0          0          1          0          0          0          0          0
 42         39          0          0          1          0          0          0          0          0
 43         39          0          0          1          0          0          0          0          0
 44         39          0          0          1          0          0          0          0          0
 45         39          0          0          1          0          0          0          0          0
 46         39          0          0          1          0          0          0          0          0
 47         39          0          0          1          0          0          0          0          0
 48         39          0          0          1          0          0          0          0          0
 49         39          0          0          1          0          0          0          0          0
 50         39          0          0          1          0          0          0          0          0
 51         39          0          0          1          0          0          0          0          0
 52         39          0          0          1          0          0          0          0          0
 53         39          0          0          1          0          0          0          0          0
 54         39          0          0          1          0          0          0          0          0
 55         39          0          0          1          0          0          0          0          0
 56         39          0          0          1          0          0          0          0          0
 57         39          0          0          1          0          0          0          0          0
 58         39          0          0          1          0          0          0          0          0
 59         39          0          0          1          0          0          0          0          0
 60         39          0          0          1          0          0          0          0          0
 61         39          0          0          1          0          0          0          0          0
 62         39          0          0          1          0          0          0          0          0
 63         39          0          0          1          0          0          0          0          0
 64         39          0          0          1          0          0          0          0          0
 65         39          0          0          1          0          0          0          0          0
 66         39          0          0          1          0          0          0          0          0
 67         39          0          0          1          0          0          0          0          0
 68         39          0          0          1          0          0          0          0          0
 69         39          0          0          1          0          0          0          0          0
 70         39          0          0          1          0          0          0          0          0
 71         39          0          0          1          0          0          0          0          0
 72         39          0          0          1          0          0          0          0          0
 73         39          0          0          1          0          0          0          0          0
 74         39          0          0          1          0          0          0          0          0
 75         39          0          0          1          0          0          0          0          0
 76         39          0          0          1          0          0          0          0          0
 77         39          0          0          1          0          0          0          0          0
 78         39          0          0          1          0          0          0          0          0
 79         39          0          0          1          0          0          0          0          0
 80         39          0          0          1          0          0          0          0          0
 81         39          0          0          1          0          0          0          0          0
 82         39          0          0          1          0          0          0          0          0
 83         39          0          0          1          0          0          0          0          0
 84         39          0          0          1          0          0          0          0          0
 85         39          0          0          1          0          0          0          0          0
 86         39          0          0          1          0          0          0          0          0
 87         39          0          0          1          0          0          0          0          0
 88         39          0          0          1          0          0          0          0          0
 89         39          0          0          1          0          0          0          0          0
 90         39          0          0          1          0          0          0          0          0
 91         39          0          0          1          0          0          0          0          0
 92         39          0          0          1          0          0          0          0          0
 93         39          0          0          1          0          0          0          0          0
 94         38          1          0          1          0          0          0          0          0
 95         38          1          0          1          0          0          0          0          0
 96         38          1          0          1          0          0          0          0          0
 97         38          1          0          1          0          0          0          0          0
 98         38          1          0          1          0          0          0          0          0
 99         38          1          0          1          0          0          0          0          0
100         38          1          0          1          0          0          0          0          0
101         38          1          0          1          0          0          0          0          0
102         38          1          0          1          0          0          0          0          0
103         38          1          0          1          0          0          0          0          0
104         38          1          0          1          0          0          0          0          0
105         38          1          0          1          0          0          0          0          0
106         38          1          0          1          0          0          0          0          0
107         38          1          0          1          0          0          0          0          0
108         38          1          0          1          0          0          0          0          0
109         38          1          0          1          0          0          0          0          0
110         38          1          0          1          0          0          0          0          0
111         38          1          0          1          0          0          0          0          0
112         38          1          0          1          0          0          0          0          0
113         38          1          0          1          0          0          0          0          0
114         38          1          0          1          0          0          0          0          0
115         38          1          0          1          0          0          0          0          0
116         38          1          0          1          0          0          0          0          0
117         38          1          0          1          0          0          0          0          0
118         38          1          0          1          0          0          0          0          0
119         38          1          0          1          0          0          0          0          0
120         38          1          0          1          0          0          0          0          0
